word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos
thus,B1,B2,adverb,adverb
tide,B1,C1,noun,noun
tighten,B1,C1,verb,verb
timely,B1,C1,adjective,adjective
tissue,B1,B2,noun,noun
tobacco,B1,C1,noun,noun
toe,A2,B1,noun,noun
tolerate,B2,C1,verb,verb
toll,B2,C1,noun,noun
tone,A2,B2,noun,noun
tool,A1,A2,noun,noun
toss,B1,C1,verb,verb
tourism,B1,A2,noun,noun
tourist,A2,A1,noun,noun
tournament,B1,B2,noun,noun
towel,A1,A2,noun,noun
tower,A1,A2,noun,noun
toxic,B2,C1,adjective,adjective
traffic,A2,A1,noun,noun
tragedy,B1,B2,noun,noun
tragic,B1,B2,adjective,adjective
trailer,B2,C1,noun,noun
trainer,B2,A2,noun,noun
transcript,B2,C1,noun,noun
transform,B1,B2,verb,verb
transformation,B1,C1,noun,noun
translation,B2,B1,noun,noun
transmission,B2,C1,noun,noun
transparent,B2,C1,adjective,adjective
transportation,B1,B2,noun,noun
treasure,A2,B2,noun,noun
treat,B2,B1,verb,verb
treaty,B2,C1,noun,noun
tremendous,B1,C1,adjective,adjective
trio,B2,C1,noun,noun
triumph,B1,C1,noun,noun
trophy,B2,C1,noun,noun
tropical,B1,B2,adjective,adjective
truck,A1,A2,noun,noun
truly,A2,B2,adverb,adverb
truth,A2,B1,noun,noun
tube,A1,B1,noun,noun
tuition,B2,C1,noun,noun
tune,A2,B2,noun,noun
twice,A2,A1,adverb,adverb
typical,B1,A2,adjective,adjective
ugly,A1,B1,adjective,adjective
uncertainty,B1,B2,noun,noun
uncomfortable,A2,B1,adjective,adjective
undergo,B1,B2,verb,verb
undergraduate,B2,C1,noun,noun
understand,A2,A1,verb,verb
understanding,B2,A2,noun,noun
underwear,B2,B1,noun,noun
undoubtedly,B2,C1,adverb,adverb
unexpected,B1,B2,adjective,adjective
unfair,A2,B1,adjective,adjective
unfold,B1,B2,verb,verb
unfortunate,B1,B2,adjective,adjective
unify,B1,C1,verb,verb
unique,B1,B2,adjective,adjective
unite,B1,B2,verb,verb
united,B2,A2,adjective,adjective
universe,B1,B2,noun,noun
university,A2,A1,noun,noun
unknown,A2,B2,adjective,adjective
unlike,B2,B1,preposition,preposition
unnecessary,A2,B1,adjective,adjective
unpleasant,A2,B1,adjective,adjective
upon,A2,B1,preposition,preposition
upper,B1,B2,adjective,adjective
urgent,B1,B2,adjective,adjective
usage,B1,B2,noun,noun
used,A2,B1,adjective,adjective
useful,A2,A1,adjective,adjective
useless,B1,B2,adjective,adjective
user,B2,A2,noun,noun
utility,B2,C1,noun,noun
utterly,B2,C1,adverb,adverb
vague,B1,C1,adjective,adjective
van,B1,A2,noun,noun
vanish,B2,C1,verb,verb
varied,B2,C1,adjective,adjective
variety,B1,A2,noun,noun
vary,B1,B2,verb,verb
vast,B1,B2,adjective,adjective
vehicle,B1,A2,noun,noun
vein,B1,C1,noun,noun
verbal,B2,C1,adjective,adjective
version,B2,B1,noun,noun
versus,B2,C1,preposition,preposition
vessel,B1,C1,noun,noun
veteran,B2,C1,noun,noun
via,B1,B2,preposition,preposition
victory,B1,B2,noun,noun
viewer,B2,B1,noun,noun
viewpoint,B1,B2,noun,noun
village,A2,A1,noun,noun
villager,B2,C1,noun,noun
violate,B2,C1,verb,verb
violence,B1,B2,noun,noun
violent,A2,B1,adjective,adjective
virtual,B1,B2,adjective,adjective
virtue,B2,C1,noun,noun
virus,B1,A2,noun,noun
visa,B1,B2,noun,noun
visible,B1,B2,adjective,adjective
vision,B1,B2,noun,noun
visitor,A2,A1,noun,noun
visual,B1,B2,adjective,adjective
volume,B1,B2,noun,noun
wake,B1,A1,verb,verb
wander,A2,B2,verb,verb
war,A1,A2,noun,noun
ward,B1,C1,noun,noun
warrior,B1,C1,noun,noun
weaken,B2,C1,verb,verb
weakness,B1,B2,noun,noun
wealth,A2,B2,noun,noun
website,A2,A1,noun,noun
weed,B2,C1,noun,noun
weigh,A2,B1,verb,verb
weird,B1,B2,adjective,adjective
western,B2,B1,adjective,adjective
wheel,A1,A2,noun,noun
wherever,B1,B2,conjunction,conjunction
whip,B2,C1,verb,verb
whoever,B1,B2,pronoun,pronoun
whom,A2,B2,pronoun,pronoun
widely,A2,B2,adverb,adverb
widen,B2,C1,verb,verb
widespread,B1,B2,adjective,adjective
widow,B2,C1,noun,noun
width,B2,C1,noun,noun
wildlife,B1,B2,noun,noun
willingness,B1,C1,noun,noun
wine,A2,A1,noun,noun
wipe,B2,C1,verb,verb
wisdom,A2,B2,noun,noun
wise,A2,B2,adjective,adjective
wit,B2,C1,noun,noun
withdrawal,B2,C1,noun,noun
within,A2,B1,preposition,preposition
without,A2,A1,preposition,preposition
wool,A2,B1,noun,noun
working,B1,A2,adjective,adjective
workout,B1,C1,noun,noun
workplace,B1,B2,noun,noun
workshop,B1,B2,noun,noun
worthwhile,B1,C1,adjective,adjective
worthy,B1,C1,adjective,adjective
wrap,B1,B2,verb,verb
wrist,B1,B2,noun,noun
writing,A2,A1,noun,noun
yard,A1,B1,noun,noun
yell,B2,C1,verb,verb
yours,A1,A2,pronoun,pronoun
youth,A2,B1,noun,noun
zone,A2,B2,noun,noun
___
a,A1,A1,determiner,indefinite article
about,A1,A1,preposition,"adverb, preposition"
above,A1,A1,preposition,"adverb, preposition"
abuse,B2,C1,noun,"noun, verb"
academic,B1,B1,adjective,"adjective, noun"
access,B2,B1,verb,"noun, verb"
account,B1,B1,verb,"noun, verb"
acid,B2,C1,noun,"adjective, noun"
across,A2,A1,preposition,"adverb, preposition"
act,B1,B1,verb,"noun, verb"
address,B1,A1,verb,"noun, verb"
adult,A2,A2,noun,"adjective, noun"
advance,B1,B2,verb,"adjective, noun, verb"
after,A1,A2,preposition,"adverb, conjunction, preposition"
age,A1,A1,noun,"noun, verb"
aid,B1,B2,verb,"noun, verb"
aim,B2,B1,verb,"noun, verb"
alarm,B1,B1,verb,"noun, verb"
alcoholic,B2,B1,noun,adjective
alert,B2,C1,verb,"adjective, noun, verb"
alike,B1,C1,adverb,"adjective, adverb"
all,A1,A2,pronoun,"adverb, determiner, pronoun"
all right,A1,A2,adverb,"adjective, adverb, exclamation"
alone,A1,A2,adverb,"adjective, adverb"
along,A2,A2,preposition,"adverb, preposition"
alternative,B1,B1,noun,"adjective, noun"
amount,B1,A2,noun,"noun, verb"
another,A2,A1,pronoun,"determiner, pronoun"
answer,A1,A1,verb,"noun, verb"
any,A1,A2,pronoun,"adverb, determiner, pronoun"
anywhere,A2,A2,adverb,"adverb, pronoun"
appeal,B2,B2,verb,"noun, verb"
approach,B2,B2,verb,"noun, verb"
arm,B1,A1,verb,"noun, verb"
around,A1,A1,preposition,"adverb, preposition"
arrest,B1,B1,verb,"noun, verb"
as,A1,A2,preposition,"adverb, conjunction, preposition"
assault,B2,C1,noun,"noun, verb"
assistant,B1,A2,noun,"adjective, noun"
attack,A2,A2,verb,"noun, verb"
attempt,B1,B2,verb,"noun, verb"
attention,A2,A2,noun,"exclamation, noun"
attribute,B2,C1,verb,"noun, verb"
average,A2,A2,noun,"adjective, noun, verb"
award,B1,A2,verb,"noun, verb"
back,B1,A2,verb,"adjective, adverb, noun, verb"
balance,B2,B1,verb,"noun, verb"
ban,B2,B1,verb,"noun, verb"
bank,A2,A1,verb,noun
bar,B1,A2,verb,"noun, verb"
bare,B2,C1,verb,adjective
bargain,B2,B2,verb,noun
base,B1,B1,verb,"noun, verb"
bat,B1,B2,verb,"noun, verb"
battle,B1,B1,noun,"noun, verb"
be,A1,A1,be-verb,"verb, auxiliary verb"
bear,A2,A2,verb,"noun, verb"
beat,B1,B2,verb,"noun, verb"
before,A1,A2,preposition,"adverb, conjunction, preposition"
behind,A1,A1,preposition,"adverb, preposition"
below,A1,A1,preposition,"adverb, preposition"
bend,A2,B1,verb,"noun, verb"
benefit,B2,A2,verb,"noun, verb"
besides,B1,B2,preposition,"adverb, preposition"
best,A1,A1,adverb,"adjective, adverb, noun"
bet,B1,B2,verb,"noun, verb"
better,A2,A1,adverb,"adjective, adverb, noun"
between,A1,A2,preposition,"adverb, preposition"
beyond,A2,B2,preposition,"adverb, preposition"
bid,B2,B2,verb,"noun, verb"
bill,B1,A1,verb,"noun, verb"
billion,B2,A2,noun,number
bite,B1,B1,verb,"noun, verb"
black,A1,A1,noun,"adjective, noun"
blame,A2,B2,verb,"noun, verb"
blank,A1,A2,adjective,"adjective, noun"
blast,B2,C1,verb,"noun, verb"
blend,B1,C1,verb,"noun, verb"
block,B1,B1,verb,"noun, verb"
blow,A1,B2,verb,"noun, verb"
blue,A1,A1,noun,"adjective, noun"
board,B1,A2,verb,"noun, verb"
bold,B2,B2,noun,adjective
bomb,B1,B1,verb,"noun, verb"
book,B1,A1,verb,"noun, verb"
boost,B2,B2,verb,"noun, verb"
border,B1,B1,noun,"noun, verb"
both,A1,A1,pronoun,"determiner, pronoun"
bottle,B2,A1,verb,noun
bottom,A1,A2,noun,"adjective, noun"
bow,B2,C1,verb,"noun, verb"
bowl,B1,A2,verb,noun
branch,B1,B1,verb,noun
brand,A2,B1,noun,"noun, verb"
break,A1,A1,verb,"noun, verb"
breed,B1,C1,verb,"noun, verb"
broadcast,B2,B2,verb,"noun, verb"
brown,A2,A1,noun,"adjective, noun"
brush,A1,A2,verb,"noun, verb"
burden,B2,C1,verb,noun
burn,B1,B2,verb,"noun, verb"
but,B1,A1,preposition,"conjunction, preposition"
by,A1,B1,preposition,"adverb, preposition"
bye,A1,A1,noun,exclamation
call,A2,A1,verb,"noun, verb"
calm,B1,B1,adjective,"adjective, noun, verb"
camp,A2,A2,verb,"noun, verb"
campaign,B2,B1,noun,"noun, verb"
can,A2,A2,noun,"noun, modal verb"
capital,A2,A1,noun,"adjective, noun"
capture,B1,B2,verb,"noun, verb"
care,B1,A2,verb,"noun, verb"
cast,B2,B2,verb,"noun, verb"
catch,A1,B2,verb,"noun, verb"
cause,A2,A2,verb,"noun, verb"
chain,A2,B1,noun,"noun, verb"
chair,A1,A1,noun,"noun, verb"
challenge,B2,B1,verb,"noun, verb"
change,A1,A1,verb,"noun, verb"
characteristic,B1,B2,noun,"adjective, noun"
charge,B1,B1,verb,"noun, verb"
chart,A2,A1,noun,"noun, verb"
chase,B2,B2,verb,"noun, verb"
chat,A2,A2,verb,"noun, verb"
cheap,A2,A1,adjective,"adjective, adverb"
cheat,B2,B1,verb,"noun, verb"
check,A2,A2,verb,"noun, verb"
cheer,A2,B2,verb,"noun, verb"
chemical,B1,B1,noun,"adjective, noun"
chief,B2,B2,noun,"adjective, noun"
circle,B1,A2,verb,"noun, verb"
claim,A2,B1,verb,"noun, verb"
classic,B2,B2,noun,"adjective, noun"
clean,A1,A1,verb,"adjective, verb"
clear,B1,A2,verb,"adjective, verb"
click,A2,B1,verb,"noun, verb"
climb,A2,B1,verb,"noun, verb"
close,A1,A2,verb,"adjective, adverb, noun, verb"
coach,B2,A2,verb,"noun, verb"
coast,B1,A2,verb,noun
cold,A1,A1,noun,"adjective, noun"
collapse,B2,B2,verb,"noun, verb"
comfort,B1,B2,noun,"noun, verb"
comic,A2,B2,noun,"adjective, noun"
command,B1,B2,noun,"noun, verb"
comment,B2,A2,verb,"noun, verb"
commercial,B2,B1,noun,"adjective, noun"
commission,B2,B2,noun,"noun, verb"
comparative,A2,B2,noun,adjective
complement,B1,C1,noun,verb
complete,B1,A1,verb,"adjective, verb"
complex,B1,B1,adjective,"adjective, noun"
compromise,B2,C1,verb,"noun, verb"
concern,B2,B2,verb,"noun, verb"
concrete,B2,B2,noun,"adjective, noun"
conduct,B2,B2,verb,"noun, verb"
conflict,B1,B2,noun,"noun, verb"
consent,B2,C1,noun,"noun, verb"
conservative,B1,B2,adjective,"adjective, noun"
contact,A2,B1,verb,"noun, verb"
content,B1,C1,noun,"adjective, noun"
contest,A1,B2,noun,"noun, verb"
contract,B2,B2,noun,"noun, verb"
contrary,B1,C1,adjective,"adjective, noun"
contrast,A2,B1,noun,"noun, verb"
control,B1,A2,verb,"noun, verb"
cook,A1,A2,verb,"noun, verb"
cool,B2,A1,verb,"adjective, verb"
copy,A2,A2,verb,"noun, verb"
core,B2,B2,noun,"adjective, noun"
correct,B2,A1,verb,"adjective, verb"
cost,A2,A1,verb,"noun, verb"
could,A1,A1,modal auxiliary,modal verb
count,A2,B1,verb,"noun, verb"
counter,B1,B2,verb,"noun, verb"
cover,A2,B1,verb,"noun, verb"
crack,B2,B2,verb,"noun, verb"
craft,B1,B2,noun,"noun, verb"
crash,B1,B2,verb,"noun, verb"
cream,A1,B1,noun,"adjective, noun"
credit,A2,A2,noun,"noun, verb"
criminal,B1,B1,noun,"adjective, noun"
cross,A2,A2,verb,"noun, verb"
cruise,B2,B2,verb,"noun, verb"
crush,B1,C1,noun,verb
cry,A2,B2,verb,"noun, verb"
cure,B2,B2,verb,"noun, verb"
current,B1,B1,adjective,"adjective, noun"
curve,B1,B2,noun,"noun, verb"
cut,A1,B1,verb,"noun, verb"
cycle,B1,A2,verb,"noun, verb"
daily,A2,A2,adverb,"adjective, adverb"
damage,B1,B1,verb,"noun, verb"
dance,A1,A1,verb,"noun, verb"
dark,A1,A1,adjective,"adjective, noun"
date,B1,A1,verb,"noun, verb"
deal,B1,B1,verb,"noun, verb"
dear,B2,A1,noun,"adjective, exclamation"
debate,A2,B2,noun,"noun, verb"
decline,B2,B2,verb,"noun, verb"
decrease,B1,B2,verb,"noun, verb"
deep,A2,A2,adverb,"adjective, adverb"
defeat,B1,B2,verb,"noun, verb"
delay,B1,B2,verb,"noun, verb"
delight,B2,B2,verb,"noun, verb"
demand,B1,B2,verb,"noun, verb"
deposit,B2,B2,verb,"noun, verb"
desert,A2,A2,noun,"noun, verb"
design,B1,A1,verb,"noun, verb"
desire,B2,B2,verb,"noun, verb"
detail,A2,A1,noun,"noun, verb"
direct,B1,A2,verb,"adjective, adverb, verb"
discharge,B2,C1,noun,verb
discount,B1,B1,noun,"noun, verb"
dislike,B1,B1,verb,"noun, verb"
display,B1,B2,verb,"noun, verb"
dispute,B2,C1,noun,"noun, verb"
dive,B1,B2,verb,"noun, verb"
divide,A2,B2,verb,"noun, verb"
divorce,B2,B2,verb,"noun, verb"
do,A1,A1,do-verb,"verb, auxiliary verb"
document,B1,A2,noun,"noun, verb"
double,B2,A2,verb,"adjective, adverb, determiner, pronoun, verb"
doubt,B2,B1,verb,"noun, verb"
down,A2,A1,preposition,"adverb, preposition"
download,A2,A2,verb,"noun, verb"
downstairs,A2,A2,adverb,"adjective, adverb"
downtown,A2,B2,adverb,"adjective, adverb, noun"
dozen,B1,B2,noun,"determiner, noun"
dream,A2,A2,verb,"noun, verb"
dress,A2,A1,verb,"noun, verb"
drink,A1,A1,verb,"noun, verb"
drive,A2,A2,verb,"noun, verb"
drop,A1,B1,verb,"noun, verb"
dry,A2,A2,verb,"adjective, verb"
dynamic,B2,B2,adjective,"adjective, noun"
each,A1,A1,pronoun,"adverb, determiner, pronoun"
early,A1,A1,adverb,"adjective, adverb"
ease,B2,C1,verb,"noun, verb"
east,A2,A1,noun,"adjective, adverb, noun"
editorial,B2,B2,noun,adjective
either,B1,A2,pronoun,"adverb, determiner, pronoun"
email,A2,A1,verb,"noun, verb"
embrace,B2,B2,noun,verb
empty,A2,A2,adjective,"adjective, verb"
encounter,B2,B2,verb,"noun, verb"
end,A2,A1,verb,"noun, verb"
enough,A2,A1,pronoun,"adverb, determiner, pronoun"
equal,B2,B1,verb,"adjective, noun, verb"
erect,B2,C1,adjective,verb
escape,B1,B1,verb,"noun, verb"
estimate,B1,B2,verb,"noun, verb"
even,A2,B2,adverb,"adjective, adverb"
evil,B2,B2,noun,"adjective, noun"
exaggerate,B2,C1,noun,verb
except,A2,B1,preposition,"conjunction, preposition"
excess,B1,C1,noun,"adjective, noun"
exchange,B1,B1,verb,"noun, verb"
excuse,B1,B2,verb,"noun, verb"
executive,B2,B2,noun,"adjective, noun"
exercise,A1,A1,verb,"noun, verb"
exhibit,B2,B2,verb,"noun, verb"
exit,B1,B2,verb,"noun, verb"
experience,B1,A2,verb,"noun, verb"
experiment,B2,A2,verb,"noun, verb"
expert,A2,A2,noun,"adjective, noun"
explosive,B2,C1,noun,"adjective, noun"
export,B2,B1,verb,"noun, verb"
extra,B1,A1,noun,"adjective, adverb, noun"
extract,B2,B2,verb,"noun, verb"
extreme,B1,A2,adjective,"adjective, noun"
face,A2,A1,verb,"noun, verb"
fair,B1,A2,noun,adjective
fall,A2,A2,verb,"noun, verb"
family,A1,A1,noun,"adjective, noun"
fancy,B1,B1,verb,"adjective, verb"
far,A2,B1,adverb,"adjective, adverb"
farm,A1,A1,noun,"noun, verb"
fast,A1,A1,adverb,"adjective, adverb"
fat,B2,A1,noun,"adjective, noun"
fear,B2,A2,verb,"noun, verb"
feature,B2,A2,verb,"noun, verb"
feed,B1,B2,verb,"noun, verb"
feel,A1,B2,verb,"noun, verb"
fellow,B1,B2,noun,adjective
female,B2,A2,noun,"adjective, noun"
few,B1,A1,pronoun,"adjective, determiner, pronoun"
fifth,B1,A1,noun,ordinal number
fight,B1,A2,verb,"noun, verb"
figure,A2,A2,verb,"noun, verb"
file,B2,B1,verb,"noun, verb"
film,B1,A1,verb,"noun, verb"
filter,B1,C1,noun,"noun, verb"
final,A2,A1,noun,"adjective, noun"
finance,B1,B2,verb,"noun, verb"
fine,B2,A1,verb,"adjective, noun, verb"
finish,A1,A2,verb,"noun, verb"
fire,B2,A1,verb,"noun, verb"
firm,B1,B2,noun,"adjective, noun"
first,A1,A1,adverb,"adverb, determiner, noun, ordinal number"
fish,B1,A1,verb,"noun, verb"
fit,B1,A2,verb,"adjective, noun, verb"
fix,B1,B2,verb,"noun, verb"
flash,B2,B2,verb,"noun, verb"
flat,A1,A2,noun,"adjective, noun"
flood,B1,B1,verb,"noun, verb"
flow,B1,B1,verb,"noun, verb"
fluid,B2,C1,adjective,noun
fly,A1,A2,verb,"noun, verb"
focus,A1,A2,verb,"noun, verb"
fold,B1,B2,verb,"noun, verb"
folk,B1,B1,noun,"adjective, noun"
following,B2,A2,preposition,"adjective, noun, preposition"
fool,B1,B2,verb,noun
force,B2,B1,verb,"noun, verb"
forecast,B1,B2,noun,"noun, verb"
form,B1,A1,verb,"noun, verb"
format,B1,B2,verb,noun
forward,A2,B2,adverb,"adjective, adverb"
frame,B2,B1,verb,"noun, verb"
free,B2,A1,verb,"adjective, adverb, verb"
front,A2,A1,noun,"adjective, noun"
fuel,B1,B1,noun,"noun, verb"
full-time,B1,B2,adverb,"adjective, adverb"
fun,A1,A2,noun,"adjective, noun"
function,A2,B1,verb,"noun, verb"
fund,B1,B2,verb,"noun, verb"
further,B1,A2,adverb,"adjective, adverb"
future,A1,A2,noun,"adjective, noun"
gain,B1,B2,verb,"noun, verb"
gaze,B2,C1,noun,"noun, verb"
general,B1,A2,noun,adjective
giant,B1,B1,adjective,"adjective, noun"
glance,B1,C1,verb,"noun, verb"
go,A1,B1,verb,"noun, verb"
gold,A2,A2,noun,"adjective, noun"
good,B2,A1,noun,"adjective, noun"
goodness,B1,B2,interjection,noun
grade,B2,B1,verb,"noun, verb"
graduate,A2,B1,verb,"noun, verb"
grant,B1,B2,verb,"noun, verb"
grasp,B2,C1,noun,"noun, verb"
grave,B1,C1,noun,"adjective, noun"
green,A2,A1,noun,"adjective, noun"
grin,B2,C1,noun,"noun, verb"
grip,B2,C1,verb,"noun, verb"
group,B1,A1,verb,noun
guarantee,B2,B2,verb,"noun, verb"
guard,B2,B1,verb,"noun, verb"
guess,A1,A1,verb,"noun, verb"
guide,B1,A2,verb,"noun, verb"
half,A2,A2,pronoun,"adverb, determiner, noun, pronoun"
hand,A2,A1,verb,"noun, verb"
handle,B1,B2,verb,"noun, verb"
hard,A1,A1,adverb,"adjective, adverb"
harm,A2,B2,verb,"noun, verb"
harvest,A2,C1,noun,"noun, verb"
hate,A2,B1,verb,"noun, verb"
have,A1,A1,have-verb,"verb, auxiliary verb"
have to,A1,A1,modal auxiliary,modal verb
head,A2,A1,verb,"noun, verb"
heat,B1,A2,verb,"noun, verb"
hello,A1,A1,noun,"exclamation, noun"
help,A1,A1,verb,"noun, verb"
her,A1,A1,pronoun,"determiner, pronoun"
hey,A2,A1,interjection,exclamation
hi,A1,A1,interjection,exclamation
high,A2,A1,adverb,"adjective, adverb, noun"
highlight,B1,B1,verb,"noun, verb"
hint,B2,C1,noun,"noun, verb"
hire,B1,B2,verb,"noun, verb"
his,A1,A1,pronoun,"determiner, pronoun"
hit,A2,A2,verb,"noun, verb"
hold,A2,B2,verb,"noun, verb"
home,A1,A2,noun,"adjective, adverb, noun"
hook,B2,B2,verb,"noun, verb"
hope,B1,A2,verb,"noun, verb"
host,A2,B1,noun,"noun, verb"
house,A1,A1,noun,"noun, verb"
human,B1,A2,noun,"adjective, noun"
hunt,B1,B2,verb,"noun, verb"
hurry,A2,B1,verb,"noun, verb"
hurt,A1,A2,verb,"adjective, noun, verb"
ideal,A1,A2,adjective,"adjective, noun"
impact,A2,B1,noun,"noun, verb"
import,B2,B1,verb,"noun, verb"
in,A1,A1,preposition,"adverb, preposition"
inch,B2,B2,verb,noun
increase,A2,A2,verb,"noun, verb"
individual,B2,A2,noun,"adjective, noun"
influence,B2,B1,verb,"noun, verb"
initial,B1,B2,noun,adjective
inside,A1,A2,preposition,"adjective, adverb, noun, preposition"
insult,B2,C1,verb,"noun, verb"
intellectual,B2,B2,noun,"adjective, noun"
intent,B2,C1,adjective,noun
interest,B1,A1,verb,"noun, verb"
interior,B2,C1,noun,"adjective, noun"
interview,B1,A1,verb,"noun, verb"
iron,B1,B1,verb,"noun, verb"
issue,B2,B1,verb,"noun, verb"
it,A1,B1,pronoun,"noun, pronoun"
its,A1,A1,pronoun,determiner
jam,B2,A2,verb,noun
joint,B2,B2,noun,"adjective, noun"
joke,B1,A2,verb,"noun, verb"
judge,A1,B1,verb,"noun, verb"
jump,A1,A2,verb,"noun, verb"
just,A1,C1,adverb,"adjective, adverb"
key,A1,A1,noun,"adjective, noun, verb"
kick,A1,B1,verb,"noun, verb"
kid,B1,A2,verb,noun
kind,A1,B1,noun,"adjective, noun"
kiss,B1,B1,verb,"noun, verb"
knock,B1,B1,verb,"noun, verb"
label,B2,B1,noun,"noun, verb"
lack,B2,B1,verb,"noun, verb"
land,A2,A1,verb,"noun, verb"
last,B1,A2,verb,"adverb, determiner, noun, verb"
late,A1,A1,adverb,"adjective, adverb"
later,A1,A2,adverb,"adjective, adverb"
latest,A2,B1,adjective,"adjective, noun"
latter,A2,C1,pronoun,"adjective, noun"
laugh,A1,A1,verb,"noun, verb"
launch,B1,B2,verb,"noun, verb"
lead,B1,B1,verb,"noun, verb"
leak,B2,C1,verb,"noun, verb"
leap,B1,C1,verb,"noun, verb"
least,B2,A2,pronoun,"adverb, determiner, pronoun"
leave,A1,B2,verb,"noun, verb"
lecture,B1,A2,noun,"noun, verb"
left,A2,A1,noun,"adjective, adverb, noun"
less,A2,A2,pronoun,"adverb, determiner, pronoun"
level,B2,B1,verb,"adjective, noun, verb"
liberal,B2,C1,adjective,"adjective, noun"
lie,A2,B1,verb,"noun, verb, verb"
lift,B1,A2,verb,"noun, verb"
light,B1,A1,verb,"adjective, noun, verb"
like,A1,B1,verb,"noun, preposition, verb"
limit,B1,B1,verb,"noun, verb"
line,B2,A1,verb,"noun, verb"
link,B1,A2,verb,"noun, verb"
liquid,B1,B1,noun,"adjective, noun"
list,B2,A1,verb,"noun, verb"
little,B1,A1,pronoun,"adjective, adverb, determiner, pronoun"
live,A1,B1,verb,"adjective, adverb, verb"
living,B2,B1,noun,"adjective, noun"
load,B2,B2,verb,"noun, verb"
lobby,B2,C1,noun,"noun, verb"
local,A2,A1,adjective,"adjective, noun"
lock,B1,A2,verb,"noun, verb"
log,B1,C1,noun,"noun, verb"
long,A2,A1,adverb,"adjective, adverb"
long-term,B2,B2,adjective,"adjective, adverb"
look,A1,A2,verb,"noun, verb"
lot,A1,A1,pronoun,"adverb, determiner, pronoun"
loud,B1,A2,adverb,"adjective, adverb"
love,A1,A1,verb,"noun, verb"
low,A2,A2,adverb,"adjective, adverb, noun"
luxury,B1,B1,noun,"adjective, noun"
lyric,A2,B2,adjective,noun
magic,A2,B1,noun,"adjective, noun"
mail,B1,A2,verb,"noun, verb"
major,B2,A2,noun,"adjective, noun"
make,A1,B2,verb,"noun, verb"
male,A2,A2,noun,"adjective, noun"
many,A1,A1,pronoun,"determiner, pronoun"
map,A1,A1,noun,"noun, verb"
march,B1,A1,verb,"noun, noun, verb"
mark,A2,A2,verb,"noun, verb"
market,B1,A1,verb,"noun, verb"
mass,B2,B2,noun,"adjective, noun"
master,B2,B2,noun,"noun, verb"
match,B1,A1,verb,"noun, verb"
mate,B2,B2,noun,"noun, verb"
material,A2,B2,noun,"adjective, noun"
matter,A2,A2,verb,"noun, verb"
mature,B2,C1,adjective,"adjective, verb"
maximum,B1,B2,noun,"adjective, noun"
may,A1,A1,noun,"noun, modal verb"
measure,B1,B1,verb,"noun, verb"
medium,B1,B1,noun,"adjective, noun"
mention,B1,B1,verb,"noun, verb"
mess,B2,B1,verb,noun
middle,A2,A2,noun,"adjective, noun"
might,A2,A2,modal auxiliary,modal verb
military,A2,B2,adjective,"adjective, noun"
mind,A2,A2,verb,"noun, verb"
mine,A1,B1,pronoun,"noun, pronoun"
minimum,B1,B2,noun,"adjective, noun"
minute,A1,C1,noun,"adjective, noun"
mistake,A2,A1,noun,"noun, verb"
mix,A2,B1,verb,"noun, verb"
mobile,A1,A2,noun,"adjective, noun"
model,B1,A1,verb,"noun, verb"
monitor,B1,B2,verb,"noun, verb"
monthly,B1,B2,adverb,adjective
moral,B1,B2,noun,"adjective, noun"
more,A1,A1,pronoun,"adverb, determiner, pronoun"
most,A2,A1,pronoun,"adverb, determiner, pronoun"
motor,B1,B2,noun,"adjective, noun"
move,A2,B1,verb,"noun, verb"
much,A1,A1,pronoun,"adverb, determiner, pronoun"
murder,B1,B1,verb,"noun, verb"
musical,B2,A2,noun,"adjective, noun"
must,A1,A1,modal auxiliary,modal verb
name,B1,A1,verb,"noun, verb"
narrative,B1,B1,adjective,"adjective, noun"
narrow,B1,A2,adjective,"adjective, verb"
national,A2,A2,adjective,"adjective, noun"
nationwide,B2,C1,adverb,adjective
native,A2,B1,adjective,"adjective, noun"
near,A1,A1,preposition,"adjective, adverb, preposition"
nearby,B1,B2,adverb,"adjective, adverb"
need,A2,A2,verb,"noun, verb, modal verb"
negative,A2,A1,adjective,"adjective, noun"
neglect,B2,C1,noun,"noun, verb"
neither,B2,B1,pronoun,"adverb, determiner, pronoun"
net,B1,C1,noun,"adjective, noun"
next,B2,A1,pronoun,"adjective, adverb, noun"
no,A1,A1,determiner,"determiner, exclamation"
nor,B1,B1,conjunction,"adverb, conjunction"
normal,A2,A2,adjective,"adjective, noun"
north,A2,A1,noun,"adjective, adverb, noun"
note,A1,A1,verb,"noun, verb"
notice,B1,A2,verb,"noun, verb"
novel,A2,C1,noun,"adjective, noun"
now,B2,A1,conjunction,"adverb, conjunction"
number,A1,A1,noun,"noun, verb"
nurse,B1,A1,verb,noun
object,B2,A1,verb,"noun, verb"
objective,B1,B2,noun,"adjective, noun"
occasion,B1,B1,verb,noun
off,B1,A1,preposition,"adverb, preposition"
offer,A2,A2,verb,"noun, verb"
official,B2,B1,noun,"adjective, noun"
on,A1,A1,preposition,"adverb, preposition"
once,B2,A1,conjunction,"adverb, conjunction"
one,A2,A1,pronoun,"determiner, number, pronoun"
online,A2,A1,adverb,"adjective, adverb"
only,A1,A1,adverb,"adjective, adverb"
open,A1,A1,verb,"adjective, verb"
opposite,A2,A1,preposition,"adjective, adverb, noun, preposition"
